customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,PredictedChurn,RiskLevel,HighValueCustomer,RetentionPriority,RecommendedAction,PriorityOrder
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0,0.9348272477316887,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,1
4373-VVHQL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,0,0.7462899639118931,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,0,0.746171962798411,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,0,0.7459975651359236,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
7562-UXTPG,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,886.7,0,0.7452627109049537,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
8486-AYEQH,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,0,0.7448550748084624,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
1746-TGTWV,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,0,0.7446890915715711,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
7718-RXDGG,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,0,0.7446692562116247,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,0,0.7445405901923092,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
7853-OETYL,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.05,129.6,0,0.7438407156193515,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
9885-AIBVB,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,0,0.7421865505594342,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
8356-WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,0,0.7418824238926756,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
9053-EJUNL,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,3645.75,0,0.7404207356459782,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
8903-XEBGX,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,0,0.7391051876922639,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
8404-GFGCZ,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,0,0.7390162739098489,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
5453-AXEPF,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,0,0.738842568579419,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
7978-DKUQH,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,0,0.7385509331490663,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
4881-JVQOD,Male,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,0,0.7383901027479931,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,0.7378747523863337,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
2027-CWDNU,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,0,0.7374728654670787,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Promote bundled online security services,3
7901-HXJVA,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,0,0.7373675867668549,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
4741-WWJQZ,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,0,0.7366139214307922,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
9643-AVVWI,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,0,0.7365550542823933,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
5606-AMZBO,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,0,0.7365026078906669,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
5650-YLIBA,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,0,0.736295699481705,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
7567-ECMCM,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,0,0.7360576800857114,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
9450-TRJUU,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,0,0.7349104164608837,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
9588-OZDMQ,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,0,0.7346574856234516,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
6637-KYRCV,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,0,0.7338085694768485,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
7351-KYHQH,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,0,0.7332596803533544,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
8212-CRQXP,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,0,0.733136662350749,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
5035-BVCXS,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,0,0.7330691307743359,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
4718-DHSMV,Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,0,0.7322523288767305,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
6704-UTUKK,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,0,0.7321377887267325,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
8819-IMISP,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,0,0.7317389566445317,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
9944-AEXBM,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,0,0.7312391029197419,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,0,0.7311412342238305,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
2203-GHNWN,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,0,0.7310440505675363,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
6692-YQHXC,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,0,0.7284255303817373,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
6519-CFDBX,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,0,0.7283760965181274,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
1100-DDVRV,Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,0,0.7283577029233288,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
0869-PAPRP,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,0,0.7275768908902015,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,0,0.7273393048024117,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Promote bundled online security services,3
9026-LHEVG,Female,0,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,0,0.7265224739247585,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
5153-RTHKF,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,0,0.7261937992715756,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
6034-YMTOB,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,0,0.7257748297080236,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Promote bundled online security services,3
3088-LHEFH,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,0,0.7250537671274908,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
5022-JNQEQ,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,0,0.7249826045491571,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
9518-XXBXE,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,0,0.7247300309805852,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
5626-MGTUK,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,0,0.7236114906069031,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support,3
0428-IKYCP,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,0,0.7233132126367158,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,0.7228134807652367,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,0,0.7213568587064672,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
1452-KIOVK,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,0,0.7212783784043587,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
5175-WLYXL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,0,0.7212363923370119,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
3665-JATSN,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,0,0.7211903121308688,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
1818-ESQMW,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,0,0.7210547259385949,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Promote bundled online security services,3
8993-IZEUX,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,0,0.7198288729765145,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,0,0.7188932399632934,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
2971-SGAFL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,0,0.7186170270913829,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
2831-EBWRN,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,0,0.7181734781989096,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
7634-WSWDB,Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,0,0.7177696571752096,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
3439-GVUSX,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,0.716842809494941,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
5600-KTXFM,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,0,0.7159107851481432,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
8543-MSDMF,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,0,0.7154241527611996,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
8720-RQSBJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,0,0.715109566767453,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
9752-ZNQUT,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,0,0.7150035375339526,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
3055-MJDSB,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,0,0.7145824192249629,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
1319-YLZJG,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,0,0.7144357647104315,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
3518-PZXZQ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,0,0.7142470703971078,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,0,0.7142043762792736,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
5895-QSXOD,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,0,0.7136769263769398,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
7442-YGZFK,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,0.7136643781308778,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
7020-OZKXZ,Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,0,0.7136036741296974,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
3094-JOJAI,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,0,0.7131759058538136,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,0,0.7130674858882777,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
2675-OTVVJ,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,0,0.7121985326582952,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
9398-MMQTO,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,0,0.7118865960461395,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
9620-ENEJV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,0,0.7118608145653156,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
6458-CYIDZ,Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,0,0.7116106801391391,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,0,0.7108516619961017,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
3370-GQEAL,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,0,0.7108470025634739,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
9895-VFOXH,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,0.7100762793972897,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
9552-TGUZV,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,0,0.7091886594948265,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
6464-KEXXH,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,0,0.7089535914997246,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
7460-ITWWP,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,0,0.7085616629101534,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
1777-JYQPJ,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0,0.7084818732172579,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,0.7075018930531779,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,0,0.7073527995999662,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
9272-LSVYH,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,0,0.7068015440439812,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,3
1845-CSBRZ,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,0,0.7063630885867184,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
7404-JLKQG,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,0,0.7061017018197864,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,3
2931-FSOHN,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,0,0.7060454431712991,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
2911-WDXMV,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,0,0.7058794213406788,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,3
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,0.7056629842894283,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,3
